Regime,Label,Theme,run,Avg_Reward,Std_Reward,Avg_Alignment,Std_Alignment,N_agents
baseline_enforced,V_Baseline_Enforced,Baseline,0,1127.5,60.56630893308406,0.6843359999999999,0.15056600532656766,10
baseline_enforced,V_Baseline_Enforced,Baseline,1,1150.8,73.9200769600369,0.6522979999999999,0.1397702917726876,10
baseline_enforced,V_Baseline_Enforced,Baseline,2,1130.2,85.26664060463506,0.684404,0.15742918607001266,10
baseline_enforced,V_Baseline_Enforced,Baseline,3,1166.6,63.77425464523717,0.6107710000000001,0.11077757539321756,10
baseline_enforced,V_Baseline_Enforced,Baseline,4,1159.0,50.885492366030356,0.592752,0.10105818069035502,10
baseline_enforced,V_Baseline_Enforced,Baseline,5,1131.4,59.92810507414512,0.6967699999999999,0.1320725217446839,10
baseline_enforced,V_Baseline_Enforced,Baseline,6,1134.1,38.46917958285279,0.7223330000000001,0.10506992095742718,10
baseline_enforced,V_Baseline_Enforced,Baseline,7,1207.7,50.52623081133205,0.582059,0.14970617521962443,10
baseline_enforced,V_Baseline_Enforced,Baseline,8,1127.5,76.77419994879645,0.7540709999999999,0.10806878205311858,10
baseline_enforced,V_Baseline_Enforced,Baseline,9,1098.9,67.76011609592574,0.722774,0.1425382910893303,10
baseline_enforced,V_Baseline_Enforced,Baseline,10,1162.3,61.19740372125457,0.670129,0.15438506213361447,10
baseline_enforced,V_Baseline_Enforced,Baseline,11,1146.5,72.08058761630008,0.6330089999999999,0.14480842742894642,10
baseline_enforced,V_Baseline_Enforced,Baseline,12,1177.3,81.42760929534623,0.584472,0.10585561506127107,10
baseline_enforced,V_Baseline_Enforced,Baseline,13,1203.4,68.70904840945865,0.556407,0.11902002623741752,10
baseline_enforced,V_Baseline_Enforced,Baseline,14,1148.0,76.44751285831491,0.706615,0.15834423080042348,10
baseline_enforced,V_Baseline_Enforced,Baseline,15,1163.1,82.15899220414039,0.6372829999999999,0.1318479094386154,10
baseline_enforced,V_Baseline_Enforced,Baseline,16,1153.8,62.96877533084685,0.6555840000000001,0.1266424566512616,10
baseline_enforced,V_Baseline_Enforced,Baseline,17,1187.2,70.83752928748683,0.6589659999999999,0.08948514938245339,10
baseline_enforced,V_Baseline_Enforced,Baseline,18,1181.8,79.7562954672963,0.602034,0.15349137291717735,10
baseline_enforced,V_Baseline_Enforced,Baseline,19,1129.4,76.52334429585667,0.692455,0.10772879778509654,10
baseline_enforced,V_Baseline_Enforced,Baseline,20,1158.8,102.8837531715609,0.657084,0.17250913587401684,10
baseline_enforced,V_Baseline_Enforced,Baseline,21,1177.7,71.40035792004906,0.600502,0.10002245123526574,10
baseline_enforced,V_Baseline_Enforced,Baseline,22,1177.4,51.8999036607969,0.581559,0.10202240336209387,10
baseline_enforced,V_Baseline_Enforced,Baseline,23,1158.5,76.12745161168137,0.665748,0.15819303101661028,10
baseline_enforced,V_Baseline_Enforced,Baseline,24,1146.7,63.88714007268338,0.664768,0.14959963137209484,10
baseline_enforced,V_Baseline_Enforced,Baseline,25,1119.5,74.22525775562445,0.7188809999999999,0.13133112404656153,10
baseline_enforced,V_Baseline_Enforced,Baseline,26,1201.6,72.0265383190267,0.576705,0.12776804436599598,10
baseline_enforced,V_Baseline_Enforced,Baseline,27,1160.8,82.42141037915384,0.6124919999999999,0.09634718064259992,10
baseline_enforced,V_Baseline_Enforced,Baseline,28,1150.4,83.09459134691687,0.6929010000000001,0.16876138779353528,10
baseline_enforced,V_Baseline_Enforced,Baseline,29,1176.9,41.208008930303826,0.6317489999999999,0.14307304431653084,10
baseline_enforced,V_Baseline_Enforced,Baseline,30,1116.9,86.84526469531887,0.715555,0.10304420294762394,10
